0 	 13.3623 	 9.7946 	 16.93
1 	 13.6392 	 10.1618 	 17.1165
2 	 13.4182 	 9.85607 	 16.9804
3 	 13.6974 	 10.2505 	 17.1444
4 	 13.4361 	 9.89668 	 16.9755
5 	 13.6776 	 10.2098 	 17.1454
6 	 13.5093 	 10.0037 	 17.0149
7 	 13.683 	 10.2136 	 17.1524
8 	 13.4232 	 9.88733 	 16.9591
9 	 13.4814 	 9.98535 	 16.9773
10 	 13.3656 	 9.82027 	 16.9109
11 	 13.6115 	 10.1416 	 17.0813
12 	 13.7061 	 10.2648 	 17.1473
13 	 13.3841 	 9.82692 	 16.9413
14 	 13.7258 	 10.2797 	 17.1718
15 	 13.6515 	 10.1815 	 17.1215
16 	 13.6959 	 10.222 	 17.1699
17 	 13.5185 	 10.0108 	 17.0263
18 	 13.4229 	 9.88458 	 16.9613
19 	 13.438 	 9.90019 	 16.9758
20 	 13.5232 	 10.0027 	 17.0438
21 	 13.6633 	 10.1981 	 17.1286
22 	 13.6241 	 10.1583 	 17.0899
23 	 13.6971 	 10.2426 	 17.1515
24 	 13.3829 	 9.82537 	 16.9405
25 	 13.3805 	 9.82068 	 16.9403
26 	 13.6289 	 10.1646 	 17.0932
27 	 13.4196 	 9.87678 	 16.9625
28 	 13.5893 	 10.0956 	 17.083
29 	 13.6015 	 10.1141 	 17.0888
30 	 13.561 	 10.0589 	 17.0632
31 	 13.4668 	 9.94856 	 16.9849
32 	 13.4893 	 9.96992 	 17.0087
33 	 13.4358 	 9.88831 	 16.9834
34 	 13.5743 	 10.0949 	 17.0537
35 	 13.6176 	 10.1201 	 17.1151
36 	 13.7008 	 10.26 	 17.1417
37 	 13.8181 	 10.4058 	 17.2303
38 	 13.5796 	 10.085 	 17.0742
39 	 13.4139 	 9.86215 	 16.9657
40 	 13.5127 	 9.98728 	 17.0382
41 	 13.4985 	 9.97682 	 17.0202
42 	 13.8248 	 10.3924 	 17.2573
43 	 13.5846 	 10.0915 	 17.0777
44 	 13.8605 	 10.4348 	 17.2862
45 	 13.4168 	 9.87247 	 16.9611
46 	 13.8175 	 10.4032 	 17.2318
47 	 14.14 	 10.822 	 17.4581
48 	 13.5997 	 10.1161 	 17.0833
49 	 13.9837 	 10.6013 	 17.366
50 	 13.5873 	 10.087 	 17.0876
51 	 13.9645 	 10.587 	 17.3421
52 	 13.5599 	 10.0825 	 17.0372
53 	 14.1432 	 10.8174 	 17.469
54 	 13.8095 	 10.4079 	 17.2111
55 	 13.6467 	 10.1888 	 17.1046
56 	 13.4363 	 9.90192 	 16.9707
57 	 13.5564 	 10.0571 	 17.0557
58 	 13.5019 	 9.97165 	 17.0322
59 	 13.9577 	 10.5882 	 17.3272
60 	 13.5606 	 10.0586 	 17.0625
61 	 13.982 	 10.6007 	 17.3633
62 	 13.4973 	 9.97379 	 17.0208
63 	 13.5048 	 9.99845 	 17.0111
64 	 14.0029 	 10.612 	 17.3937
65 	 13.4688 	 9.95138 	 16.9862
66 	 13.811 	 10.3778 	 17.2442
67 	 13.4692 	 9.95629 	 16.9822
68 	 13.9787 	 10.599 	 17.3584
69 	 13.8411 	 10.4023 	 17.2799
70 	 13.4956 	 9.96916 	 17.022
71 	 13.5609 	 10.0728 	 17.0491
72 	 13.468 	 9.95025 	 16.9856
73 	 13.4725 	 9.95107 	 16.994
74 	 13.5513 	 10.0682 	 17.0344
75 	 13.4913 	 9.96817 	 17.0143
76 	 13.4691 	 9.92158 	 17.0165
77 	 13.6765 	 10.2127 	 17.1402
78 	 13.4225 	 9.88077 	 16.9642
79 	 13.8028 	 10.392 	 17.2135
80 	 13.8104 	 10.3933 	 17.2275
81 	 13.5076 	 10.0028 	 17.0124
82 	 13.5845 	 10.0969 	 17.0721
83 	 13.5753 	 10.0999 	 17.0508
84 	 13.4311 	 9.8804 	 16.9818
85 	 13.5748 	 10.0778 	 17.0718
86 	 14.144 	 10.8236 	 17.4644
87 	 13.5934 	 10.0986 	 17.0881
88 	 13.6338 	 10.1692 	 17.0984
89 	 13.3623 	 9.8076 	 16.917
90 	 13.7277 	 10.2734 	 17.18196
