0 	 13.3704
1 	 13.63
2 	 13.3866
3 	 13.7111
4 	 13.4353
5 	 13.6787
6 	 13.5164
7 	 13.6787
8 	 13.4353
9 	 13.5164
10 	 13.3866
11 	 13.63
12 	 13.7111
13 	 13.3866
14 	 13.7111
15 	 13.63
16 	 13.6787
17 	 13.5164
18 	 13.4353
19 	 13.4353
20 	 13.5164
21 	 13.6787
22 	 13.63
23 	 13.7111
24 	 13.3866
25 	 13.3866
26 	 13.63
27 	 13.419
28 	 13.5813
29 	 13.5813
30 	 13.5651
31 	 13.484
32 	 13.484
33 	 13.419
34 	 13.5813
35 	 13.5813
36 	 13.7111
37 	 13.8247
38 	 13.5813
39 	 13.419
40 	 13.484
41 	 13.484
42 	 13.8085
43 	 13.5813
44 	 13.8247
45 	 13.419
46 	 13.8247
47 	 14.1492
48 	 13.5813
49 	 13.9707
50 	 13.5651
51 	 13.9707
52 	 13.5813
53 	 14.1492
54 	 13.8247
55 	 13.6787
56 	 13.4353
57 	 13.5651
58 	 13.484
59 	 13.9707
60 	 13.5651
61 	 13.9707
62 	 13.484
63 	 13.5164
64 	 13.9707
65 	 13.484
66 	 13.8085
67 	 13.484
68 	 13.9707
69 	 13.8085
70 	 13.484
71 	 13.5651
72 	 13.484
73 	 13.484
74 	 13.5651
75 	 13.484
76 	 13.4353
77 	 13.6787
78 	 13.419
79 	 13.8247
80 	 13.8247
81 	 13.5164
82 	 13.5813
83 	 13.5813
84 	 13.419
85 	 13.5813
86 	 14.1492
87 	 13.5813
88 	 13.63
89 	 13.3866
90 	 13.7111
