0 	 20.9293 	 16.6073 	 25.2512
1 	 21.056 	 16.7791 	 25.3328
2 	 20.9506 	 16.6314 	 25.2699
3 	 21.1064 	 16.8328 	 25.38
4 	 20.9744 	 16.664 	 25.2848
5 	 21.0824 	 16.8042 	 25.3606
6 	 21.0388 	 16.7348 	 25.3427
7 	 21.1044 	 16.8369 	 25.3719
8 	 20.9776 	 16.6681 	 25.2872
9 	 21.0104 	 16.713 	 25.3078
10 	 20.9047 	 16.5937 	 25.2157
11 	 21.0446 	 16.7651 	 25.3241
12 	 21.0785 	 16.8103 	 25.3466
13 	 20.9239 	 16.6132 	 25.2346
14 	 21.1079 	 16.846 	 25.3697
15 	 21.0519 	 16.7743 	 25.3296
16 	 21.069 	 16.7957 	 25.3423
17 	 21.0205 	 16.7255 	 25.3154
18 	 20.9875 	 16.6736 	 25.3015
19 	 20.9743 	 16.6644 	 25.2842
20 	 20.9932 	 16.6954 	 25.2909
21 	 21.0705 	 16.7944 	 25.3467
22 	 21.0857 	 16.8043 	 25.367
23 	 21.113 	 16.8462 	 25.3799
24 	 20.9565 	 16.6474 	 25.2656
25 	 20.9465 	 16.6287 	 25.2642
26 	 21.0647 	 16.7846 	 25.3449
27 	 20.9946 	 16.6815 	 25.3076
28 	 21.0381 	 16.7486 	 25.3275
29 	 21.0399 	 16.7517 	 25.328
30 	 21.0194 	 16.7234 	 25.3153
31 	 20.9977 	 16.6908 	 25.3046
32 	 20.995 	 16.692 	 25.298
33 	 20.9484 	 16.6431 	 25.2536
34 	 21.0268 	 16.7412 	 25.3124
35 	 21.0636 	 16.7704 	 25.3567
36 	 21.1137 	 16.8432 	 25.3842
37 	 21.1687 	 16.9158 	 25.4217
38 	 21.0189 	 16.7405 	 25.2972
39 	 20.9665 	 16.6631 	 25.2699
40 	 20.9923 	 16.6912 	 25.2935
41 	 20.9829 	 16.6876 	 25.2783
42 	 21.1581 	 16.9026 	 25.4135
43 	 21.0497 	 16.762 	 25.3373
44 	 21.1608 	 16.9059 	 25.4157
45 	 20.9542 	 16.6431 	 25.2652
46 	 21.1439 	 16.8863 	 25.4014
47 	 21.3249 	 17.1083 	 25.5416
48 	 21.048 	 16.7587 	 25.3372
49 	 21.247 	 17.0132 	 25.4809
50 	 21.0676 	 16.7712 	 25.3641
51 	 21.2206 	 16.9875 	 25.4536
52 	 21.0474 	 16.7538 	 25.341
53 	 21.3408 	 17.1204 	 25.5612
54 	 21.1708 	 16.9116 	 25.43
55 	 21.0761 	 16.7983 	 25.3538
56 	 20.9865 	 16.6815 	 25.2916
57 	 21.0443 	 16.7486 	 25.34
58 	 21.02 	 16.713 	 25.327
59 	 21.1844 	 16.9485 	 25.4203
60 	 21.066 	 16.7742 	 25.3577
61 	 21.2411 	 17.0063 	 25.4759
62 	 21.0145 	 16.7116 	 25.3173
63 	 21.0358 	 16.7405 	 25.3311
64 	 21.2243 	 16.994 	 25.4547
65 	 20.9775 	 16.6816 	 25.2735
66 	 21.1751 	 16.9154 	 25.4349
67 	 20.9686 	 16.6755 	 25.2617
68 	 21.2357 	 16.9974 	 25.4739
69 	 21.1412 	 16.8822 	 25.4001
70 	 21.0114 	 16.7099 	 25.313
71 	 20.999 	 16.7167 	 25.2812
72 	 20.9708 	 16.6696 	 25.2721
73 	 20.9917 	 16.686 	 25.2975
74 	 21.0215 	 16.7366 	 25.3065
75 	 20.981 	 16.6798 	 25.2821
76 	 20.974 	 16.6635 	 25.2845
77 	 21.106 	 16.8275 	 25.3844
78 	 20.9509 	 16.6419 	 25.2598
79 	 21.1668 	 16.9126 	 25.421
80 	 21.1837 	 16.9225 	 25.445
81 	 21.0156 	 16.718 	 25.3133
82 	 21.0345 	 16.7531 	 25.316
83 	 21.042 	 16.7554 	 25.3285
84 	 20.9542 	 16.6377 	 25.2706
85 	 21.0858 	 16.7921 	 25.3794
86 	 21.3404 	 17.127 	 25.5538
87 	 21.0404 	 16.7546 	 25.3262
88 	 21.0505 	 16.7755 	 25.3254
89 	 20.9663 	 16.6499 	 25.2828
90 	 21.0911 	 16.8244 	 25.3578
