0 	 20.9375
1 	 21.0661
2 	 20.9456
3 	 21.1062
4 	 20.9697
5 	 21.0901
6 	 21.0098
7 	 21.0901
8 	 20.9697
9 	 21.0098
10 	 20.9456
11 	 21.0661
12 	 21.1062
13 	 20.9456
14 	 21.1062
15 	 21.0661
16 	 21.0901
17 	 21.0098
18 	 20.9697
19 	 20.9697
20 	 21.0098
21 	 21.0901
22 	 21.0661
23 	 21.1062
24 	 20.9456
25 	 20.9456
26 	 21.0661
27 	 20.9616
28 	 21.042
29 	 21.042
30 	 21.0339
31 	 20.9938
32 	 20.9938
33 	 20.9616
34 	 21.042
35 	 21.042
36 	 21.1062
37 	 21.1624
38 	 21.042
39 	 20.9616
40 	 20.9938
41 	 20.9938
42 	 21.1544
43 	 21.042
44 	 21.1624
45 	 20.9616
46 	 21.1624
47 	 21.3231
48 	 21.042
49 	 21.2347
50 	 21.0339
51 	 21.2347
52 	 21.042
53 	 21.3231
54 	 21.1624
55 	 21.0901
56 	 20.9697
57 	 21.0339
58 	 20.9938
59 	 21.2347
60 	 21.0339
61 	 21.2347
62 	 20.9938
63 	 21.0098
64 	 21.2347
65 	 20.9938
66 	 21.1544
67 	 20.9938
68 	 21.2347
69 	 21.1544
70 	 20.9938
71 	 21.0339
72 	 20.9938
73 	 20.9938
74 	 21.0339
75 	 20.9938
76 	 20.9697
77 	 21.0901
78 	 20.9616
79 	 21.1624
80 	 21.1624
81 	 21.0098
82 	 21.042
83 	 21.042
84 	 20.9616
85 	 21.042
86 	 21.3231
87 	 21.042
88 	 21.0661
89 	 20.9456
90 	 21.1062
